ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
3919,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Great Lakesâ??St. Lawrence ecotone, Ontario",46.634905,-79.146454,Terrestrial,Number of individuals per 100 trap nights,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.132,14.2045,7.3142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3920,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Prairie Valley, Summerland, British Columbia",49.566667,-119.666667,Terrestrial,Mean number of individuals per trapping line,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.7,9.2,10,23.3,17.9,28.5,19.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3921,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Salmon Arm Forest District, Sicamous, British Columbia",50.833333,-119.833333,Terrestrial,Mean abundance per hectare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,3.1,1.2,1.5,3.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3922,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Summerland study area, Bald Range, 25km  west of  Summerland, British Columbia",49.666667,-119.883333,Terrestrial,Mean abundance/ha,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.48,13.31,4.46,6.68,2.49,7.19,1.1,3.93,4.69,7.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3923,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Kelowna study area, 37km northwest of Kelowna, British Columbia",50.066667,-119.566667,Terrestrial,Mean abundance/ha,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.99,13.33,0.86,5.51,8.53,7.57,4.07,3.18,5.22,2.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3924,Peromyscus_maniculatus,1,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,NULL,North American deermouse / deer mouse,"Kananaskis Valley - Grizzly trapping site, Alberta",51.1,-115.35,Terrestrial,Number resident in May,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,44,33,28,46,41,29,33,27,21,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3925,Peromyscus_maniculatus,1,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Kananaskis Valley - Fortress trapping site, Alberta",51.1,-115.35,Terrestrial,Number resident in May,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,23,34,36,33,37,7,7,13,11,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3926,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Wildlife Research Station near Lake Sasajewun, Algonquin Provincial Park, Ontario",45.595278,-78.523333,Terrestrial,EST/ INDIVIDUALS/ TRAPPING EFFORT INDEX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,320,161.67,115.67,143.33,73.75,174.58,126.25,226.3,155.56,143.33,96.89,144.22,138,308.22,67.56,92.67,NULL,86,257.5,104.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3927,Phalacrocorax_pelagicus,0,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus,NULL,Pelagic cormorant,Canada,60.108611,-113.6425,Marine,Annual index values,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,146,142,139,138,139,144,149,154,157,158,157,156,157,161,171,187,206,223,232,228,211,190,170,156,151,155,166,181,197,207,212,213,210,206,205,208,213,218,220,220,214,205,191,174,155,NULL,NULL,NULL,NULL
3928,Phalacrocorax_pelagicus,1,Birds,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,pelagicus,NULL,Pelagic Cormorant ,Pacific Rim National Park,48.782655,-125.173875,Marine,Total Bird Count / Total trasect distance surveyed (km),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.042979943,0.936936937,1.007491007,NULL,NULL,0.351602527,0.232121813,0.62649582,0.374986865,1.161173184,0.409277071,1.31068565,0.305133031,1.01965368,0.776243053,0.916928337,1.821416193,2.253545351,1.616822667,1.763574379,2.967667239,3.047892329,2.141648682,2.624090015,NULL,NULL,NULL
3929,Phalacrocorax_penicillatus,0,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus,,Brandt's cormorant,"Strait of Georgia, British Columbia",49.4825,-124.067222,Marine,Population index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0.9,0.9,1.5,1.9,0.7,1.4,1.5,0.6,1.5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3930,Phalacrocorax_penicillatus,0,Birds,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,penicillatus,NULL,Brandt's Cormorant,Pacific Rim National Park,48.782655,-125.173875,Marine,Total Bird Count / Total trasect distance surveyed (km),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.277936963,0.282282282,0.947515329,NULL,NULL,0.144815291,0.106841796,0.076518573,0.03330482,0.021334581,0.023251029,0.130800388,0.009088843,0.00222321,0.014542862,0.095777177,0.184072811,0.094065794,2.764548092,0.138182679,0.300446999,0.140549706,0.122670601,0.182672619,NULL,NULL,NULL
3931,Pimephales_notatus,0,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,notatus,,Bluntnose minnow,"Point Pelee National Park, Ontario",41.970728,-82.517801,Freshwater,Fish caught per bag seine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.2,4.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3932,Platichthys_stellatus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,stellatus,,Starry flounder,"Hecate Strait, British Columbia",53.166667,-130.833333,Marine,Biomass index (kg per hour),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9,NULL,NULL,0.41,NULL,2.15,NULL,1.26,NULL,1.61,NULL,1.97,1.29,NULL,1.44,NULL,0.55,NULL,2.83,3.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3933,Platichthys_stellatus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,stellatus,,Starry flounder,"Hecate Strait, British Columbia",53.17,-130.82,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001790472,NULL,0.001392511,NULL,0.005679708,NULL,0.00928664,NULL,0.008802172,NULL,0.003331149,NULL,NULL,NULL,NULL,NULL
3934,Platichthys_stellatus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,stellatus,,Starry flounder,"West Coast Vancouver Island, British Columbia",49.31,-126.78,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.83E-05,NULL,NULL,NULL,0.000150621,NULL,0.000197605,NULL,0.000102323,NULL,NULL,NULL,6.98E-05,NULL,NULL,NULL,NULL
3935,Platichthys_stellatus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,stellatus,,Starry flounder,"Strait of Georgia, British Columbia",49.35,-123.87,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.010604017,NULL,NULL,0.002920918,NULL,NULL,NULL,NULL,NULL
3936,Platichthys_stellatus,1,Fish,Pleuronectiformes,Pleuronectidae,Platichthys,stellatus,NULL,Starry flounder,Strait of Georgia,49.35,-123.87,Marine,Biomass,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,368613.1429,NULL,NULL,199723,NULL,NULL,NULL,NULL,NULL
3937,Plestiodon_fasciatus,0,Reptilia,Squamata,Scincidae,Plestiodon,fasciatus,NULL,Five-lined skink,"Point Pelee National Park, Ontario, Canada.",41.96694,-82.53278,Terrestrial,Total number of adult skinks observed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,87,47,20,12,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3938,Plestiodon_fasciatus,0,Herps,Squamata,Scincidae,Plestiodon,fasciatus,NULL,Five-lined Skink,Point Pelee National Park,41.96694,-82.53278,Terrestrial,Sum Total Count/Sum Sites Visited,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.036585366,1.298245614,1.356,0.783359498,1.196319018,1.097014925,1.169811321,1.228346457,1.487046632,1.272727273,1.211678832,1.256756757,1.203252033,1.271111111,1.23364486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3939,Plethodon_cinereus,1,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,,Redback salamander,"Pendall Point, Bruce Peninsula National Park, Ontario",45.18731,-81.610784,Terrestrial,Average number of individuals seen per site visit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,14,20.375,18.5,28,18.75,25.75,27.75,38.5,36.5,38.5,36,NULL,NULL,NULL,NULL,NULL
3940,Plethodon_cinereus,1,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,,Redback salamander,"Emmett Lake, Bruce Peninsula National Park, Ontario",45.218917,-81.469569,Terrestrial,Average number of individuals seen per site visit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.86,28.6,22.75,24.5,29.75,32.5,31.25,50.75,36,54,51,58,NULL,NULL,NULL,NULL,NULL
3941,Plethodon_cinereus,1,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,,Redback salamander,"South Cameron Lake, Bruce Peninsula National Park, Ontario",45.214983,-81.550191,Terrestrial,Average number of individuals seen per site visit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.429,11.2,10.375,13.25,10.5,12.5,18,19.75,28,28,34.5,34,NULL,NULL,NULL,NULL,NULL
3942,Plethodon_cinereus,0,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,,Redback salamander,"Site Grande Anse 3, Cape Breton Highlands National Park, Nova Scotia",46.803193,-60.723669,Terrestrial,Number of individuals seen per site visit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.25,4.75,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3943,Plethodon_cinereus,0,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,,Redback salamander,"Site Grande Anse 2, Cape Breton Highlands National Park, Nova Scotia",46.81453,-60.74811,Terrestrial,Number of individuals seen per site visit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.75,3,4.33,12.8,NULL,8.75,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL
3944,Plethodon_cinereus,0,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,,Redback salamander,"Long Point World Biosphere Reserve, Ontario",42.566667,-80.249444,Freshwater,Number of individuals per day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,13,16,31,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3945,Plethodon_cinereus,0,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,,Redback salamander,"Mount Covey Hill, QuÃ©bec",45.016389,-73.795833,Terrestrial,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3946,Plethodon_cinereus,0,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,,Redback salamander,"65 km North of Parry Sound, Central Ontario",45.25,-79.87,Freshwater,Mean number of individuals per visit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.97,NULL,NULL,1.47,3.47,4.17,5.47,4.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3947,Plethodon_cinereus,0,Herps,Caudata,Plethodontidae,Plethodon,cinereus,NULL,Redback salamander,Cape Breton National Park,46.76353158,-60.83394943,Terrestrial,Count/Total artifical cover units,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01497006,0.026666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3948,Plethodon_cinereus,0,Herps,Caudata,Plethodontidae,Plethodon,cinereus,NULL,Redback salamander,Cape Breton National Park,46.71527799,-60.90852785,Terrestrial,Count/Total artifical cover units,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.117886179,0.165803109,0.222222222,NULL,0.271523179,NULL,0.316831683,0.468899522,NULL,0.294117647,NULL,NULL,NULL,NULL
3949,Plethodon_cinereus,0,Herps,Caudata,Plethodontidae,Plethodon,cinereus,NULL,Redback salamander,Cape Breton National Park,46.66261181,-60.94524036,Terrestrial,Count/Total artifical cover units,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11875,0.13125,0.15625,NULL,0.05,NULL,NULL,NULL,NULL,NULL
3950,Plethodon_cinereus,0,Herps,Caudata,Plethodontidae,Plethodon,cinereus,NULL,Redback salamander,Cape Breton National Park,46.65597172,-60.48538763,Terrestrial,Count/Total artifical cover units,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0375,0.199004975,0.308641975,NULL,NULL,0.21875,NULL,NULL,0.343373494,NULL,NULL,NULL,NULL
3951,Plethodon_cinereus,0,Herps,Caudata,Plethodontidae,Plethodon,cinereus,NULL,Redback salamander,Cape Breton National Park,46.65747505,-60.41358473,Terrestrial,Count/Total artifical cover units,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.049382716,0.1375,0.075,NULL,0.0875,NULL,0.16875,NULL,NULL,NULL,NULL
3952,Plethodon_cinereus,0,Herps,Caudata,Plethodontidae,Plethodon,cinereus,NULL,Redback salamander,Cape Breton National Park,46.8532642,-60.45574932,Terrestrial,Count/Total artifical cover units,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.058333333,0.215767635,0.351515152,NULL,0.154320988,NULL,0.159509202,NULL,NULL,NULL,NULL,NULL,NULL
